interarrival,prefill,decode
1360.772027999643,569,57
3494.3928943489404,508,363
3412.141717416412,1265,2
167.73848940505087,270,16
1838.729692624282,1586,336
3598.6123317429942,843,4
543.5453821009612,381,528
2870.351755100259,751,13
4428.495542500685,13,158
3281.0745613131107,1685,73
227.0117125964429,166,18
18.20258181444226,363,332
425.7036612493121,1426,6
630.7297008556551,62,464
1915.1787560743044,308,115
969.9037602226873,552,17
2430.7891074898735,718,21
871.0496996096291,13,199
335.4778237548425,963,158
749.9392471073156,269,222
4313.92811282979,167,39
6365.68307003732,29,88
465.15768316721096,831,27
3106.7616426635423,548,10
638.6172183299794,494,679
4363.0644790495,1047,18
361.9543924144718,943,486
2192.9885785906413,716,9
175.93915848457215,1116,51
7291.1284218389665,308,456
2412.1723694875586,288,15
3687.9894382971447,1565,60
1672.5083839609767,581,367
1295.588171480429,136,439
1945.0999957546314,543,265
1504.6970561465453,700,118
1267.4347049972307,1932,2
2849.656712363635,480,322
392.51876908566743,823,420
375.4853647281984,433,10
1130.7137502417463,8,87
773.5259253135029,1252,337
154.03104393249566,1301,308
3721.839611999654,971,205
2953.3381795598893,246,109
1570.1806694578547,706,203
7757.615313827688,1791,4
150.740757563911,842,21
2910.5970455800807,1905,9
619.5019969046931,525,89
919.6279845714145,184,25
495.07584134989065,282,16
3112.153484041092,1759,249
311.53087040353336,1045,8
3665.3716600795387,447,116
2166.9212042021677,1719,269
121.67368486414239,908,10
3331.823220786702,1223,571
1976.4099264914719,29,88
4707.384589992381,1442,4
2762.393204867573,918,2
1647.0627299380153,1019,552
3622.4617935328406,665,296
651.599449289833,1978,11
1583.5058416424506,21,6
695.1948811391849,643,226
6896.85416667551,582,37
512.8741124359676,646,10
31.726801421932002,1054,25
788.6196466225742,320,317
1396.3572218867885,1255,504
57.545866748733204,774,17
1638.5472014534005,227,20
4147.440279537543,1711,13
2439.745037841828,1763,3
1950.8521422674232,1133,52
6245.393441205811,822,816
6353.517363251583,617,41
3477.5729273078773,364,11
1871.6702067103176,1442,5
1337.9418298155495,817,253
26.81113538739255,372,7
1864.1386546702672,487,279
9035.798167549805,189,7
3408.607932018481,1898,2
832.8639819201456,13,403
329.86019757937146,292,14
3065.496542795018,1739,16
2724.669951675736,562,531
6825.333325018976,1666,46
4156.362463437786,298,89
1622.34230420393,1078,204
213.57695155940982,919,92
1321.3625302519724,1130,814
752.866444730285,298,164
1436.5545539666737,505,626
718.2174481884879,1487,146
3958.4394977915717,505,85
3719.995430811782,556,229
758.0314658887754,405,13
1830.4892902973986,1683,70
1124.872525211139,1468,20
4795.831200638337,1443,461
414.9363623729316,1097,11
2392.858667851932,1385,8
7038.295491646464,1693,5
385.41182306465856,643,10
451.2092255467506,360,158
2366.5329270313373,286,342
3020.5786223798505,731,11
1348.843422434941,102,769
1881.6098546426201,435,242
478.2471307000369,308,22
1294.8729482755477,302,12
237.7289723951148,24,271
775.5114734522565,650,683
670.32935778174,445,10
1176.2247322427183,420,345
5322.133686268871,640,656
399.9961287086481,411,65
1026.284097966056,583,651
1912.1287350919974,631,26
5858.282448363882,834,9
285.7744826084801,61,479
4999.064983570129,25,578
169.05537573001553,476,834
1310.7064970893996,12,295
1212.4344602825076,1198,746
470.43917016251044,1619,15
853.764660757641,1340,397
1210.8780766793195,348,56
4008.0962410974657,208,151
6205.03851776371,611,387
1463.4670130892562,878,2
4081.9774818904752,499,67
1873.8625071632441,10,724
858.7596233086007,573,311
431.8250357664541,1111,57
1065.920159386588,571,9
1479.7409526286644,1188,627
90.9225375352028,1227,80
315.2762280912927,464,65
1833.503796297154,252,231
509.7886145577162,482,70
3632.018785439371,828,331
791.8482857530546,21,270
221.49266914048934,1602,166
174.45317532135272,914,10
5533.150336923701,643,122
251.17250371883821,437,157
303.7626299474621,230,64
3970.6795715640924,1042,198
586.831974003066,12,21
2192.9376396059447,702,281
3393.5425410160587,791,106
1868.8108337575723,1130,33
6315.963346890358,1188,25
2468.059369433398,737,318
239.26037847250078,378,17
1634.7469786350075,573,685
2533.019733849115,103,65
3238.544627786477,162,144
53.34788559111391,44,27
2537.9395919091044,655,798
3493.734596395342,350,509
2747.4182642569385,812,16
1436.3111832067514,789,48
1225.0559111521811,1176,306
1594.4329861358756,939,21
2439.145701717766,458,9
5125.674735011105,653,657
1919.6244556329978,1578,2
4375.556185499833,1209,18
2416.342192639035,1282,16
141.56689888521578,840,355
1389.6098677544853,14,54
675.1074176857611,274,229
671.4348419037013,1522,15
879.8881221867914,559,228
755.8928058532473,615,364
1728.3929222638824,327,11
2301.5055701034103,308,228
625.9980845015224,845,212
277.97851385420125,244,161
121.21777586615804,654,809
1714.878161827962,608,770
411.90967053297396,696,235
18.582044821378048,805,11
5255.331146590318,949,575
1540.6631037043926,508,248
194.0092256342807,562,10
3702.0142586086017,6,32
8173.078798634419,788,264
1190.5919620112672,1029,13
86.83740994250226,439,222
250.0970980873552,1033,709
961.4133958279184,10,327
4334.756365023071,460,79
320.42830279337426,1612,19
3474.430002904561,673,145
30.17907359998392,410,51
1222.724102164444,22,283
2067.881470606381,418,393
124.55837902229774,872,122
1907.791804644913,516,13
5779.292415246886,765,20
349.32572752353616,560,14
2615.7900654473324,836,284
1878.5757920603432,1700,238
409.4199687602886,1085,23
12.445471664928757,203,197
18.65563932891333,342,268
1518.9689161143617,154,718
5721.682945329218,720,138
2067.327482699596,1251,5
2505.6248634935146,455,8
1361.9056177948255,1060,88
1744.0163885378847,180,9
270.1910025942228,130,282
4188.227230545897,1677,147
2860.8488815402447,1376,2
12638.774060476024,1385,23
706.8545824261048,703,220
514.9984426790908,1576,65
267.43232329817613,1062,410
6660.159907786575,1541,271
3036.318830885604,679,25
363.82235494926766,439,775
1608.991046645377,2017,18
1068.080036481814,1188,562
328.5374078769041,430,348
353.64855320163633,593,37
6619.2425886513465,860,420
727.5837988652272,818,201
5675.382627682306,92,6
157.24389317312642,429,18
1235.348723270206,1220,486
277.64857580962973,1225,28
9.5977629516815,491,25
1613.823932092843,10,453
241.83762998026052,1024,43
2560.4448199071553,1752,28
2395.427371793027,1699,304
387.97768924298015,293,411
5685.752632139623,685,23
2553.398190090054,645,348
707.5590342052409,18,152
2470.471294369479,984,688
2633.0163488035264,539,3
837.7887505880944,1000,27
941.8915457240403,1492,23
889.7839889056513,1264,12
1917.4491095513274,461,451
4613.389984948695,63,275
380.36854109179933,802,7
4162.0793934802905,1082,12
56.08540660214484,14,279
2159.6120562092624,1183,18
1070.3694007028153,961,12
3133.538150188755,1126,280
2554.5076631563093,305,29
1308.2676206675385,1176,788
2064.8854034483543,616,2
1393.3994897006746,376,408
3337.5105285582895,760,70
1292.84777214481,216,177
1481.1317292433523,674,328
576.7528573683782,1483,478
1857.956846658127,1850,28
721.6666092395608,1107,281
1722.109509250011,718,9
371.8836816199734,587,66
347.4431077325555,570,434
1079.2382159687052,15,355
1113.109259017696,1137,436
624.2480903375065,1336,53
282.1984280923473,11,447
79.99995496665844,310,3
51.11121566736061,1592,12
633.6733759933354,1625,186
1239.2486871588997,306,1162
2591.03090995728,390,581
1288.2253333079561,1380,43
4687.873193594237,745,35
71.70996070059508,1187,381
398.51379889621836,151,300
826.5344092334088,621,11
1723.113619789077,28,931
3831.0589135054197,70,538
862.1873193721082,111,4
623.9186081616222,327,51
127.77436014396143,394,151
3444.132636207034,669,570
954.9959015647912,753,340
1695.1633799383778,1167,378
8215.518456272652,583,75
3.191686570200295,1112,182
314.3608580687394,1123,16
3020.1898780170327,1463,2
3270.819409031969,653,656
2932.8158408905724,605,237
1540.05165948579,386,19
7712.890999975428,976,7
1008.973381294678,1342,29
1842.323643350305,308,25
130.93177839174686,33,1037
1054.7823218778037,268,68
2563.869322293536,1700,10
545.5576019587286,12,12
5758.6591027850745,1427,33
2321.720423376576,604,363
678.162345876908,1128,65
2930.665809720413,1274,394
173.6550171884293,1090,729
7359.793638929276,42,187
101.08243679534145,257,39
5419.780520407719,175,2
582.989001722841,2037,9
2836.181978226416,869,6
0.14740429808550412,707,44
586.7031318797684,1386,364
2765.406487014286,963,932
1520.010682459797,1464,7
244.22713445838093,1626,231
1000.528998037709,1180,10
941.7659678000072,1547,14
1679.410653027984,29,94
2205.1025071906715,39,29
3675.5679770370793,1628,196
1375.25049696524,967,613
995.2322338116844,1888,43
310.91497955232353,858,106
3267.696520874391,55,910
2499.1290159579676,237,117
1050.7871034240743,411,80
1461.4169519789334,1261,319
2188.341400754011,1338,22
360.18150940255384,44,298
55.14900102241917,431,342
763.9963439829246,26,6
1810.6274981801391,271,6
1333.4237504146752,1266,4
2358.9157117045434,875,13
3426.1532178200314,522,333
1340.5904408101994,1211,8
288.3575188845141,201,429
3802.630877668376,833,70
1711.2867019233709,1662,12
2693.666436689414,351,299
2439.2876016872992,1251,24
6897.318450748144,1856,18
699.9869788333178,1101,343
2443.6407428956322,912,633
910.3918784787826,842,401
1006.41185808896,983,11
524.2746357563088,11,146
843.2200036424842,110,11
5924.469337693977,988,345
692.2355830144052,1215,18
564.7009042165481,11,14
1749.999991135342,525,1409
596.9089924192722,320,31
1282.5738511082109,59,12
3593.659682407102,166,88
523.7695760680367,1000,460
1112.6623191202173,1323,43
1885.7301195392918,371,149
1577.6821360646213,1110,20
7355.739560431517,1170,373
2281.183996133358,231,19
2693.7338159732744,403,479
6819.827395234026,866,619
1070.3665044703969,77,17
878.1879923852144,1239,28
89.7069487312274,1362,12
407.18266200611987,410,15
541.4916267732448,681,99
405.46767517277084,917,266
2811.230777291684,1001,8
1535.2371260524126,865,43
2203.035820552854,1122,26
3434.738580292786,675,114
524.7407763158077,12,11
788.8246510145299,843,2
2464.472059364177,1785,5
997.6588860790623,584,8
59.41576331480759,94,365
1141.7005852339316,1605,179
4777.878893532273,374,265
1051.951321745582,1014,5
807.6796085887795,574,5
9117.543463169935,68,311
2067.9850904915143,809,23
911.4064234565493,426,16
215.21392152961332,1726,188
3100.9181820222825,308,14
2462.5162623604238,346,17
5099.935075433963,7,102
489.949325759808,193,25
244.16431477629823,1062,237
2575.2344492826096,807,704
454.79477712584554,1681,12
387.4215474965332,309,321
770.7583812850803,1607,24
3394.628142608043,1101,438
1551.0438327389213,406,16
93.86951871075973,1049,5
1246.8492694282977,1062,133
2303.8970929688953,30,629
1545.9763838501676,970,2
1699.369097256716,506,794
509.2099453874941,670,8
3764.3226064474056,1634,173
1648.3290382675555,1781,5
2498.2612382270477,361,18
8019.736663468341,518,219
1117.9273031060316,272,211
4258.3834259827445,14,21
14.615299786084469,1499,70
67.95612840907722,1101,237
1784.562176756067,1173,28
746.3329278775816,1003,19
570.7735959407415,107,199
651.2812222911307,767,761
766.633217899159,338,26
2610.886947128698,1070,758
1684.2039684665353,383,254
3112.135292207326,337,48
3546.227725987124,1026,117
3702.1893015513956,608,203
1071.070649352266,573,693
1093.8501999990792,570,15
5214.579261775714,473,235
2168.0204074699186,1522,270
167.77909318103653,676,9
1562.5887498227066,1594,14
880.1356513326638,630,431
8753.678579103656,1246,578
27.498998178140976,737,16
1894.432431512866,1818,7
2571.9794896890357,1050,5
681.9034690161413,1269,31
7271.930335983771,1191,461
3925.6170294800227,1028,66
4945.628302959739,160,26
38.838802550463726,1322,27
1687.3455839248224,10,22
698.1229769786514,1319,582
3781.330190971565,716,14
2003.9677212605382,1121,30
1548.1809393286028,700,144
243.40479442859666,1169,281
1554.0265301383695,275,24
1998.8238057451495,515,191
6243.149316343395,244,2
1759.1993659806728,343,91
6846.922898470985,915,2
6519.714185323858,1256,8
2100.7893529425473,1728,7
1410.0670243446407,267,8
1254.8003192526946,305,287
4421.444626679911,1528,25
57.32717305528098,1988,19
241.64374203920738,1049,125
215.33018078980984,302,184
2828.8554385769594,222,29
829.9736639260526,85,16
2032.0483558997066,1184,338
1851.5859906539868,169,442
974.9604210110741,105,109
1516.7274779265792,1338,439
2072.055602163003,730,11
5658.752645550004,1083,41
1714.318320492256,933,11
1905.7409321640266,68,128
140.53554845419185,332,15
6082.121093901143,713,252
1501.8997690837216,1157,176
3231.650736328135,1011,438
103.19944718518748,728,628
1092.5952149429988,1740,53
594.052410811333,745,3
621.1533945315203,880,385
3135.188687421932,1788,195
1955.623488648098,1107,284
1158.727596725229,149,306
21.284334197881357,796,19
6700.7011217534255,1085,433
6541.562473950735,341,483
490.6561623929447,653,78
84.45090013300727,246,38
1510.8937017749047,487,17
6048.708591617895,549,151
4824.707191690806,1248,84
1757.3294247604583,467,294
723.5152511136837,631,311
800.8383717345548,246,321
4563.870580403351,1608,31
1353.697590085576,1731,17
281.0918258239744,910,10
571.169815342757,255,678
648.1248399340907,298,17
263.74367787886837,1033,200
1243.6796700839586,546,391
4955.0894295093,1925,14
2209.960299006738,607,22
150.46874175666528,227,250
11.019939702342972,1527,433
646.6120545194337,210,138
901.0073811383169,795,12
2998.923153586745,1686,154
6822.830246713051,1089,202
980.6320269462577,1529,8
2321.124516822951,530,2
10557.777599961912,964,11
2738.2184216833057,919,22
2022.2445724479826,1404,21
162.58249093146014,539,451
780.8038626729339,253,11
4892.729837038983,7,359
448.8023878327506,1455,16
3710.553622590065,569,350
2383.5857967659344,373,12
912.4361627722506,1093,17
1506.534505644623,1093,5
1565.2969915795509,1574,12
2503.90309109326,608,135
1453.6393421823207,1371,366
285.60790662816623,633,301
2969.6204567009217,297,24
1042.669627754414,195,314
6598.756329458919,27,73
666.7925349577338,706,3
610.5485714347843,1365,22
811.4524714235671,1182,13
1698.7460986798562,409,426
4505.110256361388,241,6
387.8532075695106,487,588
656.1161040119455,228,191
1743.016428290062,1880,19
1211.4973116355795,1142,19
1185.9626618151249,23,17
3437.772009462268,1527,271
5150.843873273589,78,922
1312.8860551557111,1172,11
2325.353335320223,79,234
3229.4910561521074,70,38
1461.1432830916542,714,369
697.1766265404995,681,234
2032.6895796656154,642,14
1759.4793712348703,356,289
4636.673396231767,808,7
107.66046522275346,1529,36
4818.813064639778,756,486
1528.9943478918588,1194,2
31.600571464399348,1775,80
845.3309155648417,66,351
2577.12741786798,686,11
1340.5537735426506,1552,13
7840.013324446532,75,249
1098.474917579788,88,495
790.9361793412653,241,32
3448.260720095824,412,28
1587.7334062030952,1021,14
2293.4628041790543,601,308
3276.727911617914,554,35
2225.995811275671,1246,2
1097.7733343904551,22,33
266.5975774019415,385,123
1736.1832302553091,291,816
4554.484441868286,1475,289
1085.6387739538225,239,187
4832.07283212113,213,109
1400.4556577081285,398,22
1939.6022404113023,1168,501
3579.384926582659,1455,27
1662.9669836078226,154,217
190.75291045122387,1421,539
7924.465437403122,1397,36
564.3261322148122,1100,16
2479.2367769208295,871,149
1406.8534232027641,1182,344
1303.1378695195758,1177,327
559.2712478887452,526,337
2561.353270127739,49,279
239.34323167329018,72,810
9303.121429086692,703,20
3733.4859748138156,172,161
1529.3247752352522,1360,224
1105.2161450621209,826,9
675.0465484231532,376,299
1392.6703975512746,1216,10
4230.841596152211,407,87
643.1849054382023,159,51
1388.44535260897,742,14
534.5825097247235,536,865
822.4104431607424,1232,60
422.08539799977376,561,509
9321.19538074337,16,64
1694.9171634291613,1425,369
2639.6288817106733,129,15
206.83572644142617,580,327
911.7835038947278,2001,15
4463.131542506766,235,160
176.43510226645026,1134,674
361.8048764534798,589,212
1963.8870023176155,243,512
1949.9011015399767,317,2
3643.122871513847,613,8
5481.9557468660805,965,4
306.2708334215802,1097,330
600.5185188442136,248,11
1115.3502643794102,794,914
1.8073874589072658,305,383
144.7420770603909,274,9
513.6366658764854,414,230
1312.0957551514732,165,4
579.4289077973287,1162,137
4185.976040179516,1809,22
783.9318929540449,1325,425
5170.50119611185,911,10
7360.811771599572,550,274
1195.1705518186063,907,334
515.2857793764638,24,378
689.6794669548586,714,52
2995.1999760490885,1630,9
638.6198915610555,905,101
957.952705343963,975,20
1302.3829544312362,455,40
1711.85518951895,1229,152
11093.783259946664,522,26
528.4774036815286,796,101
872.1281452988363,1077,19
610.0394819816446,746,17
896.0567249953067,448,15
212.509646184454,142,402
891.9798162184443,941,226
4376.104113995496,666,10
709.3249345051272,1896,42
930.2225283256884,1176,2
5781.813721842157,225,52
2606.6951063519373,465,253
1454.3956169754572,1718,200
3002.896268268256,1292,161
262.90630470697835,514,125
1249.0727494593764,813,72
251.66195694765457,1096,17
532.1494565152235,451,611
305.99296506585836,652,496
898.2110136051709,1050,43
961.366735623718,1572,159
5886.6053596614065,1357,128
613.3920105285545,120,376
1278.9430646671562,635,345
3336.0354197712704,328,397
3381.4866870786605,1182,5
2775.3361046837485,349,8
678.8878293641209,24,15
1366.2813042009213,496,5
412.10978343595,9,219
417.4941660701823,1598,23
1144.8390602387376,1150,2
2683.3474403482173,431,16
1495.56266722445,555,454
4355.136054019622,1301,247
3554.6341030025746,61,12
64.23134871978222,518,70
1680.6003362673478,757,32
1878.9204897622922,1964,2
6518.101489868498,798,972
47.02170703870437,1086,647
1514.7475901570376,1305,11
458.27637141000434,305,27
110.31287511762312,498,392
1770.9825095243039,413,6
2962.125839223708,215,402
2982.11410413383,166,475
61.51316350737955,1739,263
1044.9409933375027,602,7
91.06118172265589,373,196
569.6088257525255,96,399
428.567587161227,1886,157
484.6083465473517,235,26
828.3611979049681,215,138
649.8488570476727,510,15
6555.124940827319,480,63
868.9861033891939,237,12
4491.890026910586,269,5
399.44415480295805,1644,7
2885.702904234437,352,210
126.6157009661355,666,240
1242.625290871387,700,489
11.051357435198673,625,99
3324.52542183998,623,61
6011.001097886992,23,303
71.47689787884526,541,496
5431.550771502296,849,442
2973.1479815473454,249,63
889.01979930664,486,6
4791.08022363878,1630,56
702.6848634641898,440,492
1052.8781375023198,1551,96
203.42604547074504,24,19
2139.6937880083474,433,329
60.09555074792757,191,12
1326.8089271587971,386,743
2298.9177883195853,391,72
3443.395468988047,377,371
324.8999569773411,1268,21
2805.582306022019,1541,13
2539.349504800246,814,2
1640.0099385736653,1898,7
1757.2414687445184,10,333
191.41610377476349,904,32
1834.9380678007205,1131,6
960.9879850332591,459,25
4043.566037215605,342,54
751.1298595540111,554,132
1718.8525878095127,1143,54
1112.2436966689436,47,31
4179.176705793072,907,2
585.8359571365373,524,615
164.1613465012708,6,405
2761.8633002512456,761,10
1065.1087071027155,293,375
1778.8028194713468,759,333
53.48755960490287,242,13
6077.688417534894,824,63
4201.222124420953,43,289
1955.62973808328,153,6
34.35303499568597,1071,431
949.5547275591621,743,26
7707.181593177757,816,603
2287.2006402904794,504,10
351.0602091567504,140,12
1234.583681174074,958,330
6806.663947175812,1195,9
1530.1809766842955,837,55
49.845060499962464,477,777
1933.9688556713277,671,2
632.7572313818968,1118,17
208.15812275772555,236,339
1031.3696368795167,1189,211
1635.2591522429327,212,1039
34.3751638370663,330,458
1637.633102400764,1248,311
1431.6166180668802,62,161
3158.8689336440884,13,253
1101.7327110453332,415,966
1612.409730103064,838,599
2709.6635138954025,1047,15
4548.887050896006,410,25
956.1831405564428,786,16
1840.7656651343373,1027,10
2372.3371778374085,1044,130
88.46953206625409,246,230
3226.495405818149,231,15
947.7990093348837,1556,8
2218.773903527798,506,601
1276.0459186828373,523,5
2423.601006571437,566,99
2577.1086660209253,549,13
425.32487489676845,940,5
2170.450004924637,1052,306
3811.9641130280756,146,94
537.2423174514216,1114,232
2839.151960832614,178,538
2009.2884535946728,376,28
6207.794969505606,352,9
602.8767217359887,701,11
335.1286313548481,1148,681
748.2847016496144,1047,261
596.7009647370999,463,299
2828.011687716315,1112,49
2641.8321642063606,1089,9
2215.4164684080865,339,256
487.6598798939911,644,33
3958.2052534846193,923,514
6273.2813151953505,340,740
1516.8901371507056,1154,17
2096.063060735728,632,320
1389.0646749762798,1161,333
666.9151727851018,1733,258
674.1581326007017,704,337
752.0665775705584,216,90
423.5419403311479,505,521
4644.017689783229,738,187
3909.471840345885,398,39
1238.4532225429093,800,23
915.3642239474609,299,30
5596.333548176474,646,274
503.0178152659476,1152,26
1612.8197145024014,986,451
112.0788802208969,281,16
424.41265534213903,1211,392
1852.8181671495947,749,419
2170.505765556134,1510,50
1739.7487596192964,813,813
4074.318976877603,1216,85
10042.953953463168,1522,2
2886.6764612770053,1015,349
1251.3202119025943,766,429
3590.7480210872604,279,320
256.5473781572454,1312,356
2299.41560383715,1472,64
1461.0244289092764,368,59
392.1900814683855,96,47
7218.925622371883,917,913
826.3013927853649,1040,113
1911.2246112369833,1903,22
4217.233869275437,1218,191
1413.23031156787,467,230
244.64681803546418,775,607
3415.635525539897,759,589
871.4788727665265,58,397
8156.9663111370955,733,431
4305.322893762081,477,18
3840.768125738134,42,108
880.8995259951523,885,28
2830.456086726023,390,267
8584.966172908104,246,20
1494.453387606044,1507,80
1272.5213038524012,1400,12
29.548854599559846,934,232
2409.304528445989,380,369
3910.5940973615575,400,27
568.594776810558,615,529
756.7446407261549,1066,8
1389.0042815127329,146,104
149.61985278750026,740,293
187.83574644347453,185,33
1093.288226248871,928,12
605.5073686950628,1636,43
1041.8775209362775,1097,28
1211.6881186300589,1374,61
7482.316719828973,586,11
5774.108058999389,1848,8
301.0183233460741,1229,11
4284.097809105891,515,562
167.2125342805835,1466,368
1417.0718432483668,864,999
358.03779343284657,665,134
911.0724425594987,1241,735
2720.007812679371,75,142
1105.051143805246,1252,2
3289.625451840624,514,22
2537.489984012001,307,313
5723.782475133414,809,11
1527.8090180828897,15,4
3240.471539949872,1445,36
779.893603600905,25,136
848.5187738921251,58,48
1023.3535170285404,127,15
1058.3720797112885,921,898
217.96350812640526,1212,299
1464.187450222298,13,304
203.62966089116145,1006,216
4410.229692353285,1226,29
127.6797347156331,992,927
1194.5631475558882,796,167
670.0898972561928,1511,180
336.528251755349,1138,552
3063.442192104724,114,1443
2510.0578601331986,383,6
315.5261370646063,1570,11
2003.5101092825523,1303,11
3145.7796826258805,769,15
2968.539718718594,15,26
193.63774948421485,301,18
2313.623291552764,712,340
2517.730545663293,293,5
3963.4143077167487,662,495
1418.7333723902598,798,100
1236.4282417530471,1611,5
6711.472643888796,1237,398
3184.2990013470608,1300,417
1636.2011826746475,1213,22
802.797985874306,325,216
3731.7336003477953,1075,252
1215.541039351306,317,9
194.53160432356077,1726,21
1213.5877066911144,282,30
4110.95628092316,781,335
1189.4369981155116,490,409
28.90618460578787,817,4
1890.848667222314,816,15
10959.680122505975,525,1158
3399.256864627861,369,7
1920.6835068269431,1854,7
4916.11398244279,1808,13
3359.52421431017,244,10
1380.8591641163482,1659,8
1789.1577263237293,1534,280
2628.266004572043,1084,63
3747.147622363732,1842,3
119.87457122269849,648,7
2981.567021154195,947,814
1186.6161436290051,995,10
2162.3222613587077,1569,4
2893.218654919289,832,200
1550.8932071879783,87,439
345.1738265110857,15,52
1053.662166038732,1336,374
159.97690475425279,1832,64
2337.859374191263,1512,387
6145.493693051049,132,66
3171.9585825198947,1672,163
987.8925130325866,1459,11
1755.5419517712496,1790,17
725.3879751764706,1731,31
1557.6088385846604,520,643
715.4278406460411,48,195
2681.302147678313,1752,187
600.4312687955027,1139,36
6649.605803866294,934,148
2169.115430082788,433,391
142.51482657721752,1301,14
21.672528634206916,14,1505
11649.423246723318,1244,421
498.2194933117878,124,1201
749.5694481799642,1003,14
467.4335381026045,1052,383
5265.007332906101,865,73
2111.1795059223487,343,10
1403.9170677554011,432,378
1631.3113926795554,17,185
765.078395212678,1505,457
1904.7427726439219,798,409
1088.0767683737251,1167,514
444.3583989623383,1414,9
2137.7483625386817,2019,18
936.300517226733,545,19
3074.852077208652,696,65
1073.6376016051045,876,7
1419.6565799211792,1000,303
3097.311116054057,914,6
1187.9728218561154,1660,139
6775.839943211892,842,666
3150.34996834502,1245,31
3502.353275838635,1242,17
6154.772781529761,823,25
984.8277594201471,1899,69
1735.3833823265852,1766,58
2365.6737717021424,1256,14
2238.396364543199,732,751
6112.527568254155,665,192
680.3342836269818,68,452
688.8195918717814,874,685
5002.1794331262345,701,518
3211.9442676437575,92,17
454.6963167717058,1061,5
1688.1581901158047,1202,113
2738.9825271809677,717,51
870.9304619174527,15,20
1139.673568898086,333,333
1713.19949934312,1393,339
1258.875096517449,1808,3
2797.0771535903827,33,187
11.912916421486507,1333,31
1140.5587198915698,560,8
823.7151187023106,748,186
1878.9347589934446,135,138
2991.847434039605,536,442
158.4006432639297,145,176
344.09241955116147,21,679
2187.73686200178,404,27
2681.895981082634,990,215
1774.4435995815086,378,13
8126.081243116534,924,278
1384.141476689911,965,20
293.0418364781773,279,71
2318.579333617905,769,535
1842.9860919232062,13,276
1785.253271808811,1232,463
1578.6714871438937,1758,15
5596.903312002671,1026,392
276.58575665778085,1896,76
152.02914317350195,561,208
334.7488540991941,969,13
562.0491256077453,962,174
1797.6204179204137,1667,3
1895.6930864716103,215,264
529.4990953783953,906,745
1343.6541528245841,996,265
1315.7989014794857,328,9
1207.0179896896082,98,265
3254.6467654106887,80,699
1276.155714231288,515,427
2840.6580167351285,213,463
364.1978794814547,1129,794
1518.434415754799,20,290
3475.733559514622,388,24
391.3403098575642,576,3
1250.6861271947882,1503,531
1878.501187771572,338,23
408.5812173900557,947,389
2827.459431655517,144,19
164.58233736236994,1582,336
5852.991196134134,811,7
1263.0564377007886,1380,247
819.3170354427614,37,336
248.423074650581,256,756
1133.3696805668874,473,9
2156.4668865453623,142,1172
198.50790664530552,462,259
731.3422777328494,1033,15
3615.9921378685704,1048,158
2077.9397367803463,757,7
462.28343270769994,83,313
350.87412868146384,6,447
4696.944500156893,118,228
676.6044397941332,1007,467
395.6831486008694,1587,11
20465.013648985674,1074,533
739.786205390983,909,38
266.46901696222284,373,17
1238.8926358962262,1728,9
1139.542244152292,211,13
5229.187362811212,797,14
288.2141166628602,172,166
191.12051562692255,1481,12
195.1786261076825,792,924
4692.81203091037,1902,15
1193.3814176752603,825,9
326.4654934805081,1658,15
1801.967460038284,357,3
1542.7509450502505,991,507
442.30793307478064,657,41
1847.830143987869,16,183
831.7317207520039,1046,3
544.590827070526,322,309
1428.3355910721643,507,45
689.6318292335021,822,37
502.4172380009305,842,666
4235.905887014348,1503,111
338.6430331364277,379,8
658.6476315397822,1795,42
975.9715011677197,37,389
639.4143860726512,1379,10
473.2445718471537,911,330
2949.3429148540627,50,1943
798.0204477113672,974,275
238.7227159275144,1207,8
1556.953381536179,1532,79
268.1796621563045,103,705
884.8379601924295,868,850
4271.207229618136,1231,341
921.4098176652334,405,11
2002.112760918775,1140,3
1445.669190498993,98,17
296.3617096388749,1676,38
2094.3347189631536,968,123
3876.3700864125844,410,45
195.69423311733667,271,392
2802.24827442298,1110,36
2343.7295343059945,217,27
4029.7146681290037,830,101
219.83494819753383,384,8
729.688960384041,636,35
2370.246407301209,792,79
44.527984871956576,1497,25
2649.08702685044,426,87
3903.5547613062577,250,392
1207.7249710819813,19,221
1139.4884779153078,21,511
652.7597661572164,934,7
10.129347681547017,584,11
412.3357062212243,423,41
7810.503804586627,1177,23
4039.118846376112,1082,236
619.8680110970138,1607,276
6634.568740966338,992,93
916.822533193821,10,579
706.462830109021,55,17
331.6549946124796,1800,16
4637.653952558289,658,2
8684.456956063184,657,278
793.2428699952969,505,182
2430.9468564719964,383,199
816.8491955902807,548,18
221.8424272321405,1028,56
997.4394168404051,948,265
1604.005195939925,1247,4
262.5347929157516,379,500
3410.4969575091304,1431,7
1375.774543903466,1022,324
534.1463444954766,455,372
1796.7031036658414,1409,291
3152.5799144744137,1017,33
793.8761805135929,773,352
2417.8120681077553,22,270
1116.7402581137756,893,94
6651.317416868145,790,69
2947.5433581828916,18,297
881.2031621424961,826,12
35.81468545238381,1747,116
2143.0834233381015,21,83
440.9745611163794,336,1006
259.9421633179138,548,686
5369.930972587335,1144,156
19766.202148949495,1357,24
629.1169116790519,418,778
718.4092880556378,534,53
360.6206155953196,1096,39
1223.8157047541592,1806,6
4017.500373745835,1270,278
2418.010572930261,107,239
