interarrival,prefill_len,decode_len
86.94138082098272,802,7
951.3324327954949,1082,12
12.819521509061678,14,279
493.62561284783135,1183,18
244.65586301778632,961,12
716.2372914717155,1126,280
583.8874658642992,305,29
299.03259900972307,1176,788
471.97380650248095,616,2
318.4913119315828,376,408
762.8595493847519,760,70
295.50806220452796,216,177
338.5443952556234,674,328
131.82922454134356,1483,478
424.67585066471474,1850,28
164.95236782618534,1107,281
393.62503068571675,718,9
85.00198437027964,587,66
79.41556748172698,570,434
246.68302079284686,15,355
254.4249734897591,1137,436
142.68527779143005,1336,53
64.50249784967937,11,447
18.28570399237907,310,3
11.682563581110996,1592,12
144.83962879847664,1625,186
283.2568427791771,306,1162
592.235636561664,390,581
294.4515047561042,1380,43
1071.51387282154,745,35
16.390848160136017,1187,381
91.08886831913563,151,300
188.922150681922,621,11
393.8545416660747,28,931
875.6706088012388,70,538
197.07138728505328,111,4
142.60996757979936,327,51
29.205568032905468,394,151
787.230316847322,669,570
218.2847775005237,753,340
387.46591541448635,1167,378
1877.8327900051775,583,75
0.7295283589029246,1112,182
71.85391041571185,1123,16
690.3291149753217,1463,2
747.6158649215929,653,656
670.3579064892738,605,237
352.01180788246626,386,19
1762.9465142800977,976,7
230.62248715306924,1342,29
421.1025470514982,308,25
29.92726363239928,33,1037
241.09310214349796,268,68
586.0272736670938,1700,10
124.6988804477094,12,12
1316.2649377794455,1427,33
530.678953914646,604,363
155.0085362004361,1128,65
669.8664707932372,1274,394
39.69257535735527,1090,729
1682.2385460409776,42,187
23.10455698179233,257,39
1238.806976093193,175,2
133.25462896522077,2037,9
648.2701664517523,869,6
0.03369241099097237,707,44
134.1035730010899,1386,364
632.092911317551,963,932
347.4310131336679,1464,7
55.82334501905849,1626,231
228.6923424086192,1180,10
215.26079264000165,1547,14
383.86529212068206,29,94
504.0234302150106,39,29
840.129823322761,1628,196
314.34297073491194,967,613
227.48165344267073,1888,43
71.0662810405311,858,106
746.9020619141465,55,910
571.2294893618212,237,117
240.17990935407414,411,80
334.03816045232765,1261,319
500.19232017234526,1338,22
82.32720214915516,44,298
12.605485947981524,431,342
174.6277357675256,26,6
413.8577138697461,271,6
304.7825715233543,1266,4
539.1807341038957,875,13
783.1207355017215,522,333
306.42067218518844,1211,8
65.91029003074608,201,429
869.1727720384858,833,70
391.15124615391335,1662,12
615.6951855290088,351,299
557.5514518142398,1251,24
1576.5299315995758,1856,18
159.99702373332977,1101,343
558.5464555190016,912,633
208.08957222372172,842,401
230.03699613461941,983,11
119.83420245858488,11,146
192.73600083256784,110,11
1354.1644200443375,988,345
158.22527611757832,1215,18
129.07449239235382,11,14
399.99999797379246,525,1409
136.43634112440506,320,31
293.1597373961625,59,12
821.4079274073376,166,88
119.71876024412269,1000,460
254.32281579890676,1323,43
431.0240273232667,371,149
360.61305967191345,1110,20
1681.3118995272039,1170,373
521.4134848304818,231,19
615.710586508177,403,479
1558.817690339206,866,619
244.65520102180503,77,17
200.72868397376328,1239,28
20.504445424280547,1362,12
93.07032274425596,410,15
123.76951469102738,681,99
92.67832575377619,917,266
642.5670348095277,1001,8
350.91134309769427,865,43
503.5510446977952,1122,26
785.0831040669225,675,114
119.94074887218461,12,11
180.3027773747497,843,2
563.3078992832404,1785,5
228.03631681807138,584,8
13.58074590052745,94,365
260.9601337677558,1605,179
1092.086604235948,374,265
240.44601639899017,1014,5
184.6124819631496,574,5
2084.0099344388423,68,311
472.6823063980604,809,23
208.32146821863984,426,16
49.191753492483045,1726,188
708.7812987479502,308,14
562.8608599680967,346,17
1165.6994458134773,7,102
111.98841731652753,193,25
55.80898623458245,1062,237
588.6250169788823,807,704
103.95309191447897,1681,12
88.55349657063616,309,321
176.17334429373264,1607,24
775.9150040246956,1101,438
354.5243046260391,406,16
21.455889991030798,1049,5
284.99411872646806,1062,133
526.6050498214618,30,629
353.36603059432406,970,2
388.4272222301065,506,794
116.39084465999865,670,8
860.416595759407,1634,173
376.7609230325841,1781,5
571.0311401661822,361,18
1833.082665935621,518,219
255.52624070995006,272,211
973.3447830817701,14,21
3.3406399511050213,1499,70
15.532829350646223,1101,237
407.89992611567243,1173,28
170.59038351487575,1003,19
130.46253621502663,107,199
148.86427938082988,767,761
175.23044980552208,338,26
596.7741593437024,1070,758
384.9609070780652,383,254
711.3452096473887,337,48
810.5663373684854,1026,117
846.2146974974618,608,203
244.81614842337507,573,693
250.0229028569324,570,15
1191.9038312630203,473,235
495.54752170740994,1522,270
38.34950701280835,676,9
357.16314281661863,1594,14
201.17386316175174,630,431
2000.8408180808358,1246,578
6.285485297860793,737,16
433.0131272029408,1818,7
587.8810262146368,1050,5
155.8636500608323,1269,31
1662.1555053677193,1191,461
897.2838924525765,1028,66
1130.4293263907973,160,26
8.877440582963137,1322,27
385.6789906113879,10,22
159.57096616654889,1319,582
864.3040436506435,716,14
458.04976485955154,1121,30
353.8699289893949,700,144
55.635381583679234,1169,281
355.2060640316273,275,24
456.87401274174846,515,191
1427.0055580213475,244,2
402.1027122241538,343,91
1565.0109482219393,915,2
1490.2203852168818,1256,8
480.18042352972515,1728,7
322.30103413591786,267,8
286.81150154347307,305,287
1010.615914669694,1528,25
13.103353841207081,1988,19
55.2328553232474,1049,125
49.21832703767082,302,184
646.5955288175908,222,29
189.7082660402406,85,16
464.46819563421866,1184,338
423.2196550066255,169,442
222.84809623110266,105,109
346.6805663832181,1338,439
473.61270906582934,730,11
1293.429176125715,1083,41
391.844187541087,933,11
435.5979273517775,68,128
32.12241107524385,332,15
1390.1991071774041,713,252
343.291375790565,1157,176
738.6630254464308,1011,438
23.588445070899994,728,628
249.73604912982833,1740,53
135.78340818544754,745,3
141.97791875006178,880,385
716.614557125013,1788,195
446.9996545481366,1107,284
264.85202210862377,149,306
4.864990673801453,796,19
1531.5888278293544,1085,433
1495.2142797601678,341,483
112.14997997553021,653,78
19.303062887544517,246,38
345.3471318342639,487,17
1382.561963798376,549,151
1102.790215243613,1248,84
401.67529708810474,467,294
165.37491454027054,631,311
183.04877068218394,246,321
1043.1704183779086,1608,31
309.4165920195602,1731,17
64.249560188337,910,10
130.55310064977303,255,678
148.14282055636357,298,17
60.28426922945563,1033,200
284.2696388763334,546,391
1132.5918696021258,1925,14
505.13378263011145,607,22
34.392855258666344,227,250
2.518843360535536,1527,433
147.79704103301341,210,138
205.94454426018672,795,12
685.4681493912559,1686,154
1559.5040563915543,1089,202
224.14446330200178,1529,8
530.5427467023889,530,2
2413.2063085627224,964,11
625.8784963847555,919,22
462.22733084525316,1404,21
37.16171221290518,539,451
178.46945432524203,253,11
1118.338248466053,7,359
102.58340293320012,1455,16
848.1265423063006,569,350
544.8196106893565,373,12
208.55683720508583,1093,17
344.3507441473424,1093,5
357.78216950389736,1574,12
572.3207065356023,608,135
332.26042107024466,1371,366
65.28180722929514,633,301
678.7703901030678,297,24
238.32448634386608,195,314
1508.2871610191812,27,73
152.40972227605346,706,3
139.55395918509356,1365,22
185.47485061110106,1182,13
388.2848225553957,409,426
1029.739487168317,241,6
88.65216173017384,487,588
149.9693952027304,228,191
398.4037550377285,1880,19
276.9136712309896,1142,19
271.0771798434571,23,17
785.7764593056613,1527,271
1177.3357424625349,78,922
300.08824117844824,1172,11
531.5093337874796,79,234
738.1693842633388,70,38
333.97560756380665,714,369
159.3546574949713,681,234
464.6147610664264,642,14
402.16671342511324,356,289
1059.8110619958322,808,7
24.608106336629366,1529,36
1101.4429862033776,756,486
349.484422375282,1194,2
7.222987763291279,1775,80
193.2184949862495,66,351
589.0576955126812,686,11
306.412291095463,1552,13
1792.0030455877788,75,249
251.07998116109442,88,495
180.78541242086064,241,32
788.1738788790456,412,28
362.91049284642173,1021,14
524.220069526641,601,308
748.9663797983803,554,35
508.7990425772961,1246,2
250.9196192892469,22,33
60.93658912044377,385,123
396.8418812012135,291,816
1041.0250152841797,1475,289
248.14600547515943,239,187
1104.4737901991155,213,109
320.1041503332865,398,22
443.3376549511548,1168,501
818.1451260760363,1455,27
380.10673911035946,154,217
43.60066524599403,1421,539
1811.3063856921422,1397,36
128.9888302205285,1100,16
566.6826918676182,871,149
321.56649673206033,1182,344
297.8600844616173,1177,327
127.83342808885604,526,337
585.4521760291975,49,279
54.70702438246632,72,810
2126.427755219815,703,20
853.3682228145864,172,161
349.55994862520043,1360,224
252.62083315705618,826,9
154.29635392529218,376,299
318.32466229743414,1216,10
967.0495076919339,407,87
147.01369267158913,159,51
317.35893773919315,742,14
122.19028793707966,536,865
187.97952986531254,1232,60
96.47666239994827,561,509
2130.5589441699126,16,64
387.4096373552369,1425,369
603.343744391011,129,15
47.27673747232598,580,327
208.40765803308065,2001,15
1020.1443525729752,235,160
40.32802337518863,1134,674
82.69825747508109,589,212
448.88845767259784,243,512
445.6916803519947,317,2
832.713799203165,613,8
1253.0184564265326,965,4
70.00476192493262,1097,330
137.26137573582025,248,11
254.9372032867223,794,914
0.4131171334645179,305,383
33.08390332808934,274,9
117.4026664860538,414,230
299.90760117747953,165,4
132.440893210818,1162,137
956.7945234696036,1809,22
179.18443267521025,1325,425
1181.8288448255655,911,10
1682.4712620799023,550,274
273.18184041568145,907,334
117.77960671462029,24,378
157.64102101825338,714,52
684.6171373826488,1630,9
145.97026092824126,905,101
218.96061836433435,975,20
297.68753244142545,455,40
391.28118617575996,1229,152
2535.7218879878087,522,26
120.79483512720654,796,101
199.34357606830545,1077,19
139.43759588151877,746,17
204.81296571321295,448,15
48.573633413589484,142,402
203.8811008499301,941,226
1000.2523689132563,666,10
162.13141360117194,1896,42
212.62229218872875,1176,2
1321.5574221353502,225,52
595.8160243090142,465,253
332.4332838801045,1718,200
686.3762898898871,1292,161
60.09286964730933,514,125
285.5023427335717,813,72
57.522733016606765,1096,17
121.63416148919394,451,611
69.94124915791049,652,496
205.3053745383248,1050,43
219.7409681425641,1572,159
1345.5097964940358,1357,128
140.20388812081248,120,376
292.32984335249284,635,345
762.5223816620047,328,397
772.9112427608367,1182,5
634.3625382134283,349,8
155.17436099751333,24,15
312.29286953163916,496,5
94.19652192821715,9,219
95.4272379588988,1598,23
261.6774994831401,1150,2
613.3365577938782,431,16
341.84289536558856,555,454
995.4596694901992,1301,247
812.487794972017,61,12
14.681451135950219,518,70
384.13721971825095,757,32
429.46754051709536,1964,2
1489.8517691127995,798,972
10.747818751703855,1086,647
346.22802060732283,1305,11
104.74888489371527,305,27
25.214371455456714,498,392
404.79600217698373,413,6
677.0573346797047,215,402
681.6260809448754,166,475
14.06015165882961,1739,263
238.8436556200006,602,7
20.813984393749916,373,196
130.19630302914868,96,399
97.95830563685189,1886,157
110.7676220679661,235,26
189.33970237827842,215,138
148.53688161089661,510,15
1498.3142721891013,480,63
198.62539506038718,237,12
1026.7177204367056,269,5
91.30152109781898,1644,7
659.5892352535856,352,210
28.9407316494024,666,240
284.0286379134599,700,489
2.5260245566168393,625,99
759.8915249919954,623,61
1373.9431080884551,23,303
16.33757665802177,541,496
1241.4973192005248,849,442
679.576681496536,249,63
203.20452555580343,486,6
1095.1040511174353,1630,56
160.6136830775291,440,492
240.6578600005302,1551,96
46.49738182188458,24,19
489.0728658304794,433,329
13.736125885240586,191,12
303.27061192201074,386,743
525.4669230444766,391,72
787.061821482982,377,371
74.26284730910652,1268,21
641.2759556621758,1541,13
580.4227439543419,814,2
374.8594145311235,1898,7
401.65519285588994,10,333
43.752252291374504,904,32
419.4144154973076,1131,6
219.65439657903065,459,25
924.2436656492812,342,54
171.6868250409168,554,132
392.8805914993171,1143,54
254.2271306671871,47,31
955.2403898955592,907,2
133.90536163120854,524,615
37.52259348600475,6,405
631.2830400574276,761,10
243.45341876633495,293,375
406.5835015934507,759,333
12.225727909692084,242,13
1389.1859240079757,824,63
960.2793427247892,43,289
447.00108299046406,153,6
7.852122284728221,1071,431
217.04108058495132,743,26
1761.6415070120586,816,603
522.788717780681,504,10
80.24233352154295,140,12
282.1905556969312,958,330
1555.8089022116142,1195,9
349.7556518135533,837,55
11.393156685705705,477,777
442.0500241534463,671,2
144.6302243158621,1118,17
47.578999487480125,236,339
235.74163128674667,1189,211
373.7735205126703,212,1039
7.857180305615155,330,458
374.3161376916032,1248,311
327.226655558144,62,161
722.0271848329345,13,253
251.82461966750475,415,966
368.55079545212885,838,599
619.3516603189491,1047,15
1039.7456116333728,410,25
218.55614641290123,786,16
420.7464377449914,1027,10
542.2484977914077,1044,130
20.221607329429506,246,230
737.4846641870055,231,15
216.63977356225914,1556,8
507.14832080635387,506,601
291.66763855607707,523,5
553.9659443591856,566,99
589.0534093762116,549,13
97.2171142621185,940,5
496.10285826848855,1052,306
871.3060829778458,146,94
122.79824398889636,1114,232
648.9490196188831,178,538
459.2659322502109,376,28
1418.9245644584244,352,9
137.80039353965458,701,11
76.60083002396529,1148,681
171.03650323419757,1047,261
136.38879193990854,463,299
646.4026714780149,1112,49
603.8473518185966,1089,9
506.3809070647054,339,256
111.46511540434082,644,33
904.732629367913,923,514
1433.8928720446515,340,740
346.717745634447,1154,17
479.1001281681664,632,320
317.5004971374354,1161,333
152.43775377945184,1733,258
154.09328745158896,704,337
171.90093201612763,216,90
96.80958636140522,505,521
1061.489757664738,738,187
893.5935635076308,398,39
283.0750222955221,800,23
209.2261083308482,299,30
1279.1619538689083,646,274
114.97550063221658,1152,26
368.64450617197747,986,451
25.618029764776434,281,16
97.00860693534607,1211,392
423.5012953484787,749,419
496.11560355568776,1510,50
397.65685934155346,813,813
931.272909000595,1216,85
2295.5323322201525,1522,2
659.8117625776011,1015,349
286.0160484348787,766,429
820.7424048199452,279,320
58.639400721656095,1312,356
525.5807094484913,1472,64
333.9484408935489,368,59
89.6434471927738,96,47
1650.0401422564303,917,913
188.86888977951196,1040,113
436.85133971131046,1903,22
963.9391701201,1218,191
323.0240712155132,467,230
55.91927269382038,775,607
780.7166915519764,759,589
199.19517091806318,58,397
1864.4494425456217,733,431
984.0738042884756,477,18
877.8898573115736,42,108
201.34846308460624,885,28
646.9613912516625,390,267
1962.2779823789951,246,20
341.5893457385244,1507,80
290.8620123091203,1400,12
6.754023908470821,934,232
550.6981779305116,380,369
893.8500793969274,400,27
129.9645204138418,615,529
172.97020359454967,1066,8
317.4866929171961,146,104
34.198823494285776,740,293
42.93388490136561,185,33
249.89445171402767,928,12
138.40168427315723,1636,43
238.14343335686345,1097,28
276.9572842582991,1374,61
1710.2438216751939,586,11
1319.7961277712889,1848,8
68.80418819338837,1229,11
979.2223563670609,515,562
38.22000783556194,1466,368
323.9021355996267,864,999
81.83720992750779,665,134
208.24512972788543,1241,735
621.7160714695706,75,142
252.58311858405625,1252,2
751.9143889921426,514,22
579.9977106313146,307,313
1308.2931371733514,809,11
349.2134898475176,15,4
740.6792091313993,1445,36
178.2613951087783,25,136
193.94714831820002,58,48
233.9093753208092,127,15
241.9136182197231,921,898
49.82023042889263,1212,299
334.6714171936681,13,304
46.54392248940833,1006,216
1008.0525011093222,1226,29
29.183939363573277,992,927
273.0430051556316,796,167
153.16340508712977,1511,180
76.92074325836548,1138,552
700.2153581953655,114,1443
573.7275108875882,383,6
72.12025990048144,1570,11
457.94516783601193,1303,11
719.0353560287726,769,15
678.5233642785357,15,26
44.260057024963395,301,18
528.828180926346,712,340
575.4812675801812,293,5
905.9232703352569,662,495
324.2819136892022,798,100
282.6121695435536,1611,5
1534.0508900317247,1237,398
727.8397717364711,1300,417
373.9888417542051,1213,22
183.49668248555568,325,216
852.967680079496,1075,252
277.83795185172704,317,9
44.464366702528174,1726,21
277.3914758151118,282,30
939.6471499252938,781,335
271.8713138549741,490,409
6.607127909894371,817,4
432.193981079386,816,15
2505.06974228708,525,1158
776.9729976292253,369,7
439.0133729890156,1854,7
1123.6831959869235,1808,13
767.8912489851817,244,10
315.62495179802244,1659,8
408.9503374454238,1534,280
600.7465153307527,1084,63
856.4908851117101,1842,3
27.399901993759656,648,7
681.5010334066732,947,814
271.2265471152012,995,10
494.24508831056175,1569,4
661.3071211244088,832,200
354.48987592868076,87,439
78.8968746311053,15,52
240.83706652313873,1336,374
36.56614965811492,1832,64
534.367856958003,1512,387
1404.6842726973828,132,66
725.0191045759758,1672,163
225.80400297887692,1459,11
401.2667318334285,1790,17
165.80296575462182,1731,31
356.02487739077947,520,643
163.52636357623794,48,195
612.8690623264714,1752,187
137.24143286754347,1139,36
1519.9098980265812,934,148
495.79781259035155,433,391
32.574817503364,1301,14
4.953720830675866,14,1505
2662.725313536758,1244,421
113.87874132840862,124,1201
171.33015958399181,1003,14
106.84195156630959,1052,383
1203.4302475213944,865,73
482.555315639394,343,10
320.8953297726631,432,378
372.8711754696127,17,185
174.8750617628978,1505,457
435.36977660432495,798,409
248.70326134256572,1167,514
101.56763404853447,1414,9
488.62819715169866,2019,18
214.01154679468178,545,19
702.8233319334062,696,65
245.40288036688105,876,7
324.4929325534124,1000,303
707.9568265266416,914,6
271.5366449956835,1660,139
1548.7634155912895,842,666
720.079992764576,1245,31
800.5378916202593,1242,17
1406.8052072068024,823,25
225.10348786746218,1899,69
396.6590588175052,1766,58
540.7254335319183,1256,14
511.63345475273115,732,751
1397.1491584580924,665,192
155.5049791147387,68,452
157.44447814212145,874,685
1143.3552990002822,701,518
734.1586897471445,92,17
103.93058669067561,1061,5
385.8647291693268,1202,113
626.0531490699354,717,51
199.06981986684633,15,20
260.49681574813394,333,333
391.58845699271313,1393,339
287.7428792039883,1808,3
639.331920820659,33,187
2.7229523249112018,1333,31
260.699135975216,560,8
188.277741417671,748,186
429.47080205564447,135,138
683.8508420661954,536,442
36.20586131746965,145,176
78.64969589740834,21,679
500.0541398861212,404,27
613.0047956760307,990,215
405.5871084757734,378,13
1857.389998426636,924,278
316.37519467197967,965,20
66.98099119501194,279,71
529.9609905412354,769,535
421.2539638681614,13,276
408.05789069915676,1232,463
360.83919706146145,1758,15
1279.2921856006105,1026,392
63.21960152177848,1896,76
34.749518439657585,561,208
76.5140237941015,969,13
128.46837156748464,962,174
410.88466695323746,1667,3
433.30127690779665,215,264
121.02836465791891,906,745
307.1209492170478,996,265
300.75403462388243,328,9
275.88982621476754,98,265
743.9192606653003,80,699
291.6927346814372,515,427
649.2932609680294,213,463
83.24522959576107,1129,794
347.07072360109686,20,290
794.4533850319135,388,24
89.44921368172895,576,3
285.8711147873801,1503,531
429.3717000620736,338,23
93.38999254629844,947,389
646.2764415212611,144,19
37.61881996854169,1582,336
1337.8265591163733,811,7
288.69861433160884,1380,247
187.27246524405973,37,336
56.78241706298994,256,756
259.0559269867171,473,9
492.9067169246543,142,1172
45.37323580464126,462,259
167.16394919607984,1033,15
826.5124886556732,1048,158
474.957654121222,757,7
105.66478461890284,83,313
80.19980084147744,6,447
1073.5873143215756,118,228
154.65244338151615,1007,467
90.44186253734158,1587,11
4677.71740548244,1074,533
169.09398980365324,909,38
60.9072038770795,373,17
283.1754596334231,1728,9
260.46679866338104,211,13
1195.2428257854197,797,14
65.87751238008232,172,166
43.68468928615373,1481,12
44.612257396041706,792,924
1072.64274992237,1902,15
272.7728954686309,825,9
74.62068422411613,1658,15
411.8782765801791,357,3
352.6287874400573,991,507
101.09895613137843,657,41
422.36117576865576,16,183
190.110107600458,1046,3
124.47790333040594,322,309
326.47670653078035,507,45
157.63013239622904,822,37
114.83822582878412,842,666
968.2070598889939,1503,111
77.4041218597549,379,8
150.54803006623592,1795,42
223.07920026690735,37,389
146.15185967374882,1379,10
108.17018785077798,911,330
674.1355233952144,50,1943
182.4046737625982,974,275
54.56519221200329,1207,8
355.8750586368409,1532,79
61.2982084928696,103,705
202.24867661541242,868,850
976.2759381984309,1231,341
210.6079583234819,405,11
457.6257739242914,1140,3
330.4386721140555,98,17
67.73981934602854,1676,38
478.7050786201493,968,123
886.0274483228764,410,45
44.730110426819806,271,392
640.5138912966811,1110,36
535.7096078413703,217,27
921.0776384294866,830,101
50.2479881594363,384,8
166.7860480877808,636,35
541.7706073831334,792,79
10.177825113590075,1497,25
605.5056061372434,426,87
892.2410882985732,250,392
276.05142196159574,19,221
260.45450923778463,21,511
149.2022322645066,934,7
2.3152794700678894,584,11
94.24816142199413,423,41
1785.2580124769431,1177,23
923.2271648859684,1082,236
141.68411682217456,1607,276
1516.47285507802,992,93
209.55943615858766,10,579
161.47721831063336,55,17
75.8068559114239,1800,16
1060.0351891561804,658,2
1985.0187328144423,657,278
181.312655998925,505,182
555.6449957650278,383,199
186.70838756349272,548,18
50.706840510203534,1028,56
227.986152420664,948,265
366.62975907198285,1247,4
60.00795266645751,379,500
779.5421617163726,1431,7
314.4627528922208,1022,324
122.09059302753751,455,372
410.6749951236209,1409,291
720.5896947370088,1017,33
181.45741268882122,773,352
552.6427584246298,22,270
255.25491614029156,893,94
1520.301123855576,790,69
673.7241961560894,18,297
201.41786563257054,826,12
8.186213817687728,1747,116
489.84763962013744,21,83
100.79418539802957,336,1006
59.41535161552315,548,686
1227.412793734248,1144,156
4517.989062617027,1357,24
143.79815124092616,418,778
164.20783726986008,534,53
82.42756927893019,1096,39
279.72930394380785,1806,6
918.2857997133337,1270,278
552.6881309554882,107,239
856.2093586621232,10,24
118.58049370551966,692,20
599.3252053653597,1374,476
1146.2761329868865,597,195
151.07329326197956,367,101
536.3627026416067,1077,20
234.02144485423793,175,16
156.71295014470914,1737,11
1597.2959850114714,577,174
195.96909741480087,311,24
52.16943626686823,745,18
224.90798676078964,1657,23
271.37124399484367,681,16
637.7951987103897,1054,141
1368.6944369586633,247,12
776.493970964704,662,33
1221.8507768626935,817,8
294.6155685648155,20,21
580.8127186594415,649,403
168.9998702301449,1779,70
32.97226149744946,1459,188
207.9434365456583,407,332
547.2217600442136,1051,84
146.77144350862682,98,554
903.4083338181362,1665,64
715.1244685785767,1413,421
98.61683584941511,735,521
183.64674119393064,788,2
797.57716345741,1202,23
127.83159642603012,590,47
184.16991653501518,506,143
192.0791504098049,948,113
738.1310499048349,488,644
17.249506804963275,334,234
35.04047129845705,888,14
394.8893975629598,506,381
231.3251760221708,16,1189
458.0941710238601,642,227
141.65709237994875,13,281
1098.6603013310753,1141,3
654.1936487813022,1627,7
32.06866551564091,435,484
700.3608511347691,20,264
1596.6779339305638,908,31
1305.0748871101387,339,14
607.9326968948676,482,5
60.30882002814839,1318,569
392.32132189827996,424,17
152.86866520619213,578,7
1606.2543223029907,693,45
577.8405485617395,1285,13
431.3478948136306,748,288
542.96329523386,450,946
263.41316249713617,215,11
213.20638733568813,646,675
1255.1979508700817,1318,23
184.39224308232102,1277,21
19.345867500038093,696,309
234.16085118443226,1426,65
714.180475352219,1129,2
477.9225380605605,1098,22
1496.9935266587127,416,19
51.325866062565815,855,4
1108.6976241883297,270,868
210.38191982351339,537,205
293.695534403333,358,66
255.7529465116173,273,253
56.59884684203468,1009,304
130.17066106457736,1878,58
619.8166136413553,708,281
10.640615479247256,529,223
65.71007453160567,214,359
11.672406379389978,160,417
890.3442400112029,542,487
439.11714924189886,2,10
85.13994634522086,1449,22
669.41806029686,556,426
1556.6735537144427,26,411
1246.4581988398843,240,216
1163.5485907750817,294,238
3.5843999453663558,560,32
406.48909025828897,1820,142
135.57252435800334,1940,8
380.15934856731934,905,165
174.9805871468829,1432,6
76.27055522577626,10,191
268.7430266886409,1260,25
312.405766758942,468,505
2094.624723251936,694,103
19.79998742792837,1045,181
163.80644173557667,1426,5
873.0633140166367,302,13
492.76089985361784,327,109
801.2037371554998,51,197
493.56144935591885,119,772
651.5136797323764,1078,856
310.4411191057071,525,16
104.80426548524335,1513,8
759.2006981594961,472,11
383.50382886795325,1401,454
68.68466245787265,1699,145
747.068533070008,1095,15
1455.6041721798683,1292,233
194.23932740163846,902,13
158.83402009425606,1569,336
39.0002351690916,57,72
499.24899302397284,227,56
1459.7702930040798,413,306
66.82242265417646,738,272
303.4964069000742,94,28
47.27079158798373,1532,30
15.865244890729178,492,757
499.26237907315806,1075,388
924.6108692023228,134,23
188.2702612179421,127,611
953.4087997772458,36,337
56.90981262867928,1387,2
124.2318290711559,1610,8
1060.0150126326548,301,289
324.7147287688191,968,9
428.3356958416214,1236,11
17.71875713962325,539,342
62.81741702269888,213,5
26.243447066764112,19,162
1076.0622520483735,1029,15
66.18914932640197,27,209
866.2588362110204,172,19
197.65761353717306,277,15
737.1107957461062,955,267
207.6337650802803,1452,32
142.41975697674988,702,78
44.956133050831966,392,8
150.62213697552355,976,16
291.5081579171807,1249,301
777.6243749737176,1743,18
275.3920604848257,1487,25
1625.414040847329,511,18
356.61034486093,343,197
11.548363539705132,417,24
245.38125372067765,1750,107
533.7773741099029,1012,20
122.03607815801844,976,9
548.3046263543156,1075,133
320.2602361535384,384,28
11.919902777888655,1317,439
680.5866166101418,1135,488
375.69382390966985,1285,62
39.3579967853521,749,155
294.74961476617835,649,367
154.82729912510467,717,313
968.0517666622507,306,197
153.3123279755074,196,2
1299.1686596781685,403,11
361.1202391500892,577,691
178.73871111521822,151,85
767.8013482469833,670,28
546.4433042337068,746,55
244.28411014129978,637,355
454.04397293061754,1143,74
689.2403137753691,1268,29
872.0272382109895,810,22
774.8868800009341,29,47
83.02368606250666,408,324
805.7271821418618,1726,122
27.6196654740273,1601,435
102.1060233212265,332,14
445.85862122971423,815,8
55.68926420118347,1226,41
422.7176850807876,1900,13
168.28331229214885,1355,28
256.54104696582107,622,202
173.05492027216187,282,8
33.26049936712042,437,57
317.56152639178845,57,58
1514.5925671219268,899,419
432.54478361825966,450,119
163.07221753458379,8,73
1429.475098224694,1900,14
225.39277544521045,321,8
546.6206297552133,17,377
459.6252357750398,726,36
1396.897199443903,1388,12
1124.7729052101315,1753,26
73.22217743468335,530,281
40.951352986420886,265,7
758.3316531232806,194,266
1075.785513689386,1278,14
310.4878690184027,992,637
536.5219308700978,140,287
33.071114524496515,760,79
113.46771143207057,1681,313
73.95899886775199,984,512
420.20407229291095,364,11
100.60486266135722,637,47
28.211164794034588,616,242
164.49517119707448,1143,11
516.9192445248593,1026,766
394.25238344539355,1527,12
183.57037278839857,620,18
819.4894197932038,743,341
147.81058369913222,1210,238
137.98647707564973,887,344
375.25076035617536,1590,49
297.3718306756293,740,10
269.96171170544363,1261,773
77.41659915960842,10,342
321.1350890779668,1859,13
137.0423695535977,1153,582
227.60059445110684,1181,31
604.6379036804695,1287,11
1262.832250311374,1135,18
679.5950238835,413,120
237.83305621042402,1114,327
410.9821806933963,1287,34
627.3750126231225,39,403
244.4858419033722,715,59
204.1942518703496,139,90
66.4260930807942,1118,472
609.2775078827484,189,10
833.5100944409286,808,817
174.01240167299002,396,81
699.5202748349898,790,235
430.69942517243686,882,20
700.7366488302524,22,133
242.24094452694752,4,12
629.3241171672955,1519,3
240.04983339699322,876,9
42.48994690129612,1687,94
365.6205756315452,447,484
276.9090503007064,137,974
133.27054317853018,946,36
1017.9081146065377,1344,284
220.63932751412375,248,18
18.245535086261537,1107,120
220.10810970996948,446,1095
252.58655696639104,318,35
904.1736408609554,1617,18
733.8798947136244,698,18
101.98938723262063,212,210
834.9862665923065,1554,3
130.25014344001258,511,25
191.29155377677552,1038,711
36.539141747116474,1019,319
26.033130754654323,1422,28
522.1146420809558,760,47
1174.1208531637196,1071,14
310.5268658359577,205,8
849.6000776772496,483,318
721.6787716121592,820,12
499.5045357963065,599,517
1749.564939921914,494,689
740.7715631081333,655,227
146.9115513083044,1358,303
711.2981327639183,1157,767
539.3398897943956,879,21
233.15505709466666,1394,276
36.52875109034386,254,261
110.28846080769652,32,351
729.4728535520842,876,6
130.58948265849497,926,24
2809.6033743452194,377,389
541.3172203764414,319,78
296.50253657789074,1001,17
386.2793805513083,468,148
431.4737371605901,303,265
1587.1952721691762,1126,62
80.65297793149367,844,308
145.37054336424325,319,463
565.2412205537462,251,245
125.37142805665546,206,461
937.2567382450413,489,8
194.49830565725827,764,296
91.18862695034939,1669,42
